_id,name,review_scores.review_scores_accuracy,review_scores.review_scores_cleanliness,review_scores.review_scores_checkin,review_scores.review_scores_communication,review_scores.review_scores_location,review_scores.review_scores_value,review_scores.review_scores_rating
17357333,"Stylish, relaxing, super convenient",10.0,10.0,10.0,,,,
17471127,"Caliu, Friendly Rentals",9.0,9.0,9.0,9.0,9.0,9.0,88.0
17522700,Peaceful Retreat less than 10mn from ferry,10.0,10.0,10.0,10.0,10.0,10.0,100.0
17625824,Private Room in Brooklyn Brownstone,10.0,8.0,10.0,8.0,8.0,10.0,80.0
17797004,Convenient located one bedroom unit,10.0,10.0,10.0,10.0,10.0,9.0,96.0
17829178,Outstanding Glebe Apartment,9.0,10.0,10.0,10.0,9.0,9.0,88.0
17944310,Luxurious Granny Flat. Bella Vista,10.0,9.0,10.0,10.0,9.0,9.0,95.0
1799637,地鉄上的3房2廳2卫浴住9人可月租2萬9千起,8.0,8.0,9.0,9.0,10.0,8.0,78.0
18042541,Charme e conforto em Ipanema!,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",10.0,10.0,10.0,10.0,10.0,9.0,96.0
17639835,SLEEP TO THE SOUNDS OF THE OCEAN,10.0,10.0,10.0,10.0,10.0,10.0,99.0
17690322,Nice and Big Room Next to Trump Towers,10.0,10.0,10.0,,,,
17717247,Rosita House,10.0,9.0,10.0,10.0,10.0,9.0,94.0
17756520,Algasol,8.0,8.0,10.0,9.0,9.0,9.0,72.0
17757543,Emma's White House,10.0,9.0,10.0,10.0,10.0,10.0,96.0
17861859,Bright and quiet bedroom - heart of Mile End,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1805685,YOUR SUNNY DOUBLE BEDROOM IN THE CENTER,9.0,9.0,9.0,9.0,9.0,9.0,89.0
17493061,MAR 402 Tres habitaciones junto a la Playa,9.0,9.0,10.0,10.0,9.0,9.0,93.0
1797689,STUDIO IN COPACABANA,10.0,10.0,10.0,10.0,10.0,10.0,98.0
17292188,"温暖的小房间,近香港科技大學｡close to HKUST",10.0,10.0,10.0,10.0,8.0,9.0,96.0
17720418,Superb apartment on the water at Balmain,10.0,10.0,10.0,,,,
17757695,2294 - AB Aragó Apartment 2-C - Central Apartment with a Communal Terrace in Eixample,9.0,8.0,9.0,9.0,9.0,8.0,81.0
17832869,Free Parking! North Star Flats@Ribeira & Cellars 1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
17876882,"Big, bright, and beautiful bedroom!",10.0,10.0,10.0,,,,
18047246,Enjoy your stay at CyrstalSilver house,10.0,10.0,10.0,10.0,9.0,10.0,97.0
17310577,Bed and breakfast close to Barra beach,10.0,10.0,10.0,,,,
17319927,Stunning Bondi Beach Apartment (With Garage)!!!!,10.0,10.0,10.0,10.0,10.0,10.0,99.0
17463241,Le Plateau Mont-Royal et ses très célèbres charmes,10.0,8.0,10.0,10.0,9.0,9.0,93.0
17528752,Conjugado,10.0,10.0,10.0,,,,
17663877,Comfortable Room (2) at Affordable Rates,8.0,8.0,9.0,9.0,9.0,9.0,84.0
17665996,Cozy home away from home,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1794850,"Downtown Apart, Heart of the city!",10.0,10.0,10.0,,,,
18096846,SINGLE room (Furnished) KennedyTown (MTR ExitB),10.0,10.0,10.0,9.0,10.0,9.0,90.0
18082902,Bright studio apartment close to Sydney Uni!,9.0,9.0,10.0,10.0,10.0,9.0,92.0
18091109,V4旺角地鐵公交近在咫尺/乾淨舒適/精裝修/購物首選/獨立衛浴/雙人房,9.0,8.0,9.0,9.0,10.0,9.0,85.0
18130053,Super clean and cosy,10.0,10.0,10.0,10.0,10.0,10.0,99.0
18103340,"Sao Bento Studio 1 A, Porto",10.0,10.0,10.0,10.0,10.0,10.0,95.0
18157368,Room  in Taksim/Pera very Close to İstiklal Str.,9.0,9.0,10.0,10.0,10.0,10.0,96.0
18121163,Heart of the City-Cozy Room Private Sunny Balcony!,9.0,8.0,10.0,10.0,10.0,9.0,91.0
18083735,Self contained garden/artist studio,10.0,10.0,10.0,10.0,10.0,10.0,99.0
18107774,CBD 2 Rooms Midlevel HKIsland,9.0,9.0,9.0,8.0,9.0,9.0,89.0
18149668,New Renovated Private 1 bed/bath in Prime Location,9.0,10.0,10.0,10.0,10.0,10.0,100.0
1821758,Nice big room near Downtown,9.0,9.0,10.0,10.0,10.0,9.0,93.0
18240963,Coney Island MCU Park Wi fi Cable Apt****,10.0,10.0,10.0,10.0,9.0,10.0,95.0
18250284,Central Park North $140 - 1 BR with yard,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18252479,"V.N.Gaia Center , 10min Porto Center",10.0,10.0,10.0,10.0,9.0,9.0,100.0
18257984,Kona Tropical Bungalow,9.0,9.0,10.0,10.0,9.0,9.0,95.0
1828808,Clean and cosy bedroom,10.0,10.0,10.0,,,,
18312333,AMAZING Waikiki Skytower Condo - Close Walk to Everything! - Waikiki Sky Tower Mountain 1 BDR on the 14th Floor,8.0,6.0,6.0,6.0,10.0,8.0,80.0
18386381,KS RESIDENCE - Apt Completo p/ 3 pessoas,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18174806,bel appartement ensoleillé.,10.0,10.0,10.0,10.0,8.0,8.0,100.0
18220498,Large and bright room near the beach - Poblenou,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18277596,"In Sisli. Walking distance to Taksim,Nişantaşı.",10.0,10.0,10.0,,,,
18366332,Comfortable Flat in İstanbul,10.0,10.0,10.0,,,,
18439011,Atico en Paseo de Gracia,8.0,9.0,9.0,9.0,10.0,8.0,85.0
18149310,Warehouse style studio,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18173803,Papakea A108,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18272882,Home Sweet Home ❤️of Downtown BreakfastBuffet&Spa,10.0,9.0,10.0,10.0,10.0,10.0,96.0
18309220,Taşdelen kardiyum sakin oda,10.0,10.0,10.0,,,,
18345625,"Beachside room not far from the airport,",10.0,10.0,10.0,10.0,10.0,10.0,99.0
1836793,Great location/ 1 min sub./ terrace,10.0,10.0,10.0,10.0,9.0,10.0,98.0
18377036,"Bright, beautiful room for a comfortable stay",10.0,9.0,10.0,10.0,9.0,9.0,95.0
18387366,Bright & Airy Private Room near L/JMZ trains,10.0,9.0,10.0,10.0,10.0,10.0,93.0
18112116,Cozy w/ Yard & Walking Distance to Waikiki - BROC,9.0,9.0,10.0,10.0,10.0,9.0,90.0
18119842,Magical Hobbit Loft,9.0,9.0,10.0,10.0,10.0,10.0,96.0
18253139,Perfect Peaceful Hale,10.0,10.0,10.0,10.0,10.0,9.0,97.0
18294310,Center of Waikiki Renovated Ocean View Condo(MS03),10.0,9.0,10.0,9.0,10.0,9.0,93.0
18369887,Sunny & Spacious 1 Bedroom in Central Harlem!,10.0,10.0,10.0,10.0,9.0,10.0,98.0
18173787,Cute Tiny Room Family Home by LGA NO CLEANING FEE,10.0,10.0,10.0,10.0,10.0,10.0,99.0
18210384,Porto Trindade Cozy Flat,9.0,9.0,9.0,9.0,9.0,9.0,90.0
18219254,Cozy room in Sagrada Familia,10.0,9.0,10.0,10.0,10.0,10.0,94.0
18233584,Brand new flat! 2 BR + study (720 sqft),10.0,10.0,10.0,10.0,8.0,10.0,100.0
18295520,M&S Apartments Porto,7.0,9.0,8.0,8.0,9.0,7.0,78.0
18316061,"""Gorgeous and artfully styled oasis ....""",10.0,10.0,10.0,10.0,9.0,10.0,100.0
18330450,The Porto Concierge - Belvedere First,9.0,9.0,9.0,9.0,10.0,9.0,89.0
18353952,Acogedor alojamiento en SAGRADA FAMILIA,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18196799,Nice appartment in Ahuntsic Montreal,4.0,8.0,10.0,10.0,10.0,2.0,60.0
18437734,"Casa acolhedora, 2 minutos do rio douro",10.0,10.0,10.0,10.0,9.0,10.0,95.0
18194415,"Room in just-refurbished, classic brownstone flat.",10.0,10.0,10.0,,,,
18134389,Opimo,9.0,10.0,9.0,9.0,9.0,9.0,89.0
18204751,Deluxe apartment in Harbiye 10 mins to taksim,10.0,10.0,10.0,,,,
18208738,Bright uptown apartment in the heart of Harlem,10.0,9.0,10.0,10.0,10.0,10.0,99.0
18421662,Montréal en famille ou amis,10.0,10.0,10.0,10.0,8.0,10.0,95.0
18069657,★ Amazing with terrace & wifi ★,10.0,9.0,10.0,10.0,10.0,9.0,94.0
18255921,Cute Beachside Get Away,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18293288,"Cozy, separated living room in Prospect Park, NYC",10.0,10.0,10.0,9.0,9.0,9.0,94.0
18375815,Spacious private room close St. Barnabas Hospital,9.0,10.0,9.0,10.0,8.0,9.0,90.0
18215903,"Lovely Studio for two! twinbed, wifi, CWB MTR",9.0,9.0,9.0,9.0,10.0,9.0,85.0
18077770,"New 1BD Condo in Napili Ridge, Walk to Beach",10.0,9.0,10.0,10.0,9.0,10.0,95.0
18139590,The Porto Concierge - Green Building - 1E,8.0,8.0,8.0,9.0,10.0,8.0,79.0
18134491,Flat Duplex Ipanema All Service Luxo Com Serviços,10.0,10.0,10.0,9.0,10.0,8.0,90.0
18160399,Unit close to CBD available for Christmas & NYE!,10.0,10.0,10.0,9.0,8.0,9.0,90.0
18315277,Bright and Breezy Bondi Beach Pad,9.0,8.0,9.0,9.0,10.0,8.0,82.0
180653,"Clean, Quiet, & Sunny Dancer's Apt!",9.0,9.0,10.0,10.0,9.0,9.0,97.0
18358621,"LARGE LUXURY 2bed,w/King,Queen & Full, TIMES SQ",10.0,9.0,10.0,10.0,10.0,9.0,98.0
18407251,Entire MASSIVE apt. for 4 ppl 1 Block from Subway,10.0,9.0,10.0,10.0,9.0,10.0,96.0
18426634,Private room,10.0,10.0,10.0,,,,
18139662,PRIVATE ROOM:Oasis of peace near Downtown Montreal,10.0,10.0,10.0,10.0,9.0,10.0,100.0
18341576,Spacious Sunlit 1 BR Apartment in Heart of Harlem,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1844208,"Garden Room: A Feast for the Senses Big Island,Hi.",10.0,10.0,10.0,10.0,10.0,10.0,96.0
18215925,Cozy Living Room in Mid-Levels,9.0,8.0,9.0,10.0,10.0,9.0,92.0
18333334,"Ocean Front Ecstasy! Homey w/Tile Floor, Full Kitchen, WiFi, Flat Screen–Paki Maui 409",9.0,9.0,9.0,9.0,10.0,9.0,86.0
18237857,"Kapalua Ridge 511-13. Spacious villa offering one-of-a kind ocean, coastal, island AND golf views!",10.0,10.0,10.0,10.0,10.0,10.0,100.0
1844578,Large room in a centennial house,10.0,10.0,10.0,10.0,9.0,9.0,100.0
18120094,Clean Private Room in East Village,9.0,8.0,10.0,10.0,9.0,10.0,85.0
18122102,Old School Hospitality,10.0,10.0,10.0,10.0,9.0,10.0,99.0
18215500,North Shore Beach Bungalow Just Steps to the Sand!,10.0,10.0,10.0,10.0,10.0,9.0,95.0
18137446,Peaceful hometown with perfect sea and forest view,10.0,10.0,10.0,10.0,9.0,10.0,98.0
182139,Cozy Bedroom in Copacabana! R3,10.0,10.0,10.0,10.0,10.0,10.0,97.0
18253668,Entire house in the heart of the Plateau,10.0,10.0,10.0,10.0,10.0,9.0,95.0
18294732,"Modern Apartment in Kennedy Town, super convenient",9.0,8.0,9.0,10.0,9.0,9.0,92.0
18236691,1 Bedroom for rent at Le Gleneagles - 983,10.0,10.0,10.0,,,,
1826858,Beautiful apartment in the center,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18284370,Ao Coliseu 3C ( central 2 bedroom apartment ),10.0,10.0,9.0,9.0,10.0,10.0,97.0
18338274,Character renovated house close to city,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18360303,Spacious Contemporary Home with Pool,10.0,8.0,10.0,6.0,10.0,8.0,100.0
18415512,【 1 min to MTR】Standard Double Bed Room尖沙咀標準大床房,9.0,9.0,10.0,10.0,10.0,9.0,90.0
18446434,Lanikai Plantation - 4 bedrooms/3 baths,10.0,8.0,10.0,10.0,10.0,8.0,90.0
18682987,*** Next To Place Des Arts ***,10.0,10.0,10.0,9.0,10.0,9.0,94.0
18446380,relaxing in Porto,10.0,9.0,10.0,10.0,8.0,10.0,93.0
18748105,One-Bedroom Apartment with Balcony,8.0,8.0,8.0,7.0,9.0,8.0,80.0
18527139,Cozy studio in front of Parc La Fonteine,9.0,8.0,10.0,10.0,9.0,10.0,93.0
18452244,Spacious 3 BR 12ppl Beside MTR :),10.0,9.0,10.0,10.0,10.0,10.0,96.0
18485581,Cozy Nest Stunning Bathroom Near OldPort & DT,10.0,10.0,10.0,10.0,9.0,10.0,96.0
18569613,Beautiful 4 level terrace in the heart of Sydney!,10.0,9.0,9.0,10.0,10.0,9.0,87.0
18607563,For 4 or 6 - Wonderful Apartment downtown,10.0,9.0,10.0,10.0,10.0,9.0,94.0
18712467,Room with balcony,10.0,9.0,9.0,9.0,9.0,9.0,89.0
18848869,Bedroom in a Cozy Apartment,10.0,8.0,9.0,10.0,9.0,9.0,91.0
18909301,The Porto Concierge - Horus House,9.0,9.0,9.0,9.0,8.0,9.0,88.0
18944834,Huge private bedroom in the heart of Manhattan,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19083972,450sf entire place in Kennedy Town,10.0,9.0,10.0,10.0,10.0,9.0,94.0
18472801,Sunny loft-style apartment in Place-des-Arts !,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18467111,旺角獨立房間,10.0,10.0,10.0,,,,
18487499,Hale Nui Ohana,9.0,9.0,7.0,9.0,10.0,9.0,80.0
18780832,Oporto Sunset Blue Balcony ❤,10.0,9.0,9.0,10.0,10.0,10.0,93.0
19014550,Amazing Gardens in Oceanfront Resort 8202,10.0,9.0,10.0,10.0,10.0,10.0,95.0
18908638,Renovated 20min train to enter city 5min to subway,10.0,10.0,10.0,10.0,9.0,10.0,97.0
18994805,Chambre double- à deux pas du métro,9.0,8.0,9.0,9.0,8.0,9.0,93.0
18999236,Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,9.0,8.0,9.0,9.0,9.0,9.0,85.0
19061599,Stunning vintage room with AC (old town),10.0,10.0,10.0,10.0,10.0,10.0,97.0
1907162,A beach break AND a lake!,10.0,7.0,9.0,10.0,9.0,8.0,85.0
19080306,Cozy basement with 2 bedrooms for 4 people in NDG,10.0,10.0,10.0,10.0,9.0,10.0,97.0
18793287,The Cov @ Marrickville (the Brooklyn of Sydney),10.0,10.0,10.0,10.0,9.0,9.0,94.0
18824084,Central location,10.0,10.0,10.0,,,,
18887229,kiralık oda,10.0,10.0,10.0,,,,
18916525,Spacious studio in tranquil environment,10.0,10.0,10.0,10.0,9.0,10.0,100.0
18935312,Club Cliff for a great beach vacation.,10.0,8.0,10.0,10.0,10.0,10.0,100.0
18954080,Kutu gibi Ev,10.0,8.0,10.0,10.0,10.0,10.0,100.0
19036802,Luminous Vintage Room near Plaza España,10.0,8.0,10.0,10.0,9.0,9.0,91.0
19060682,Akin YellowHouse 2nd floor twin room good location,10.0,10.0,10.0,,,,
18571579,日本人がﾎｽﾄする香港西貢のAirbnb,10.0,9.0,10.0,10.0,9.0,10.0,100.0
18704012,"Great, light filled room with ensuite private bath",10.0,9.0,10.0,10.0,10.0,10.0,93.0
18734995,Big and luminous apartment in Little Italy,10.0,9.0,10.0,10.0,10.0,10.0,97.0
18877786,近大学24小时安保豪华公寓长短租,10.0,10.0,10.0,,,,
19018752,Suíte na Barra-Jeunesse,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19030149,"Beautiful, Comfortable Apt. in Convenient Location",10.0,10.0,10.0,10.0,9.0,10.0,96.0
19070513,❤ of NYC | Walk + Transit Score 100 | King Bed,10.0,10.0,10.0,10.0,10.0,10.0,97.0
18905958,Private room between Bondi Beach and Junction,6.0,6.0,6.0,8.0,9.0,6.0,60.0
18543540,Old Greek Home 1+1 (Near Bosporus),10.0,10.0,10.0,,,,
18599539,Luxury condo with free indoor parking,9.0,10.0,10.0,10.0,10.0,10.0,96.0
1858521,Charming Studio with Balcony + Garden (4 guests) 1,10.0,9.0,10.0,10.0,10.0,9.0,100.0
18512156,MODERNIST AND LUXURIOUS FLAT IN IDYLLIC LOCATION,10.0,10.0,10.0,,,,
18574397,Oporto Center Spot,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1852730,"Centrally located, new renovation",10.0,10.0,10.0,10.0,10.0,10.0,100.0
18465195,House Of Hawaii Dreams,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18594608,Happy studio,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18617060,Private Sunny Room in Bushwick,10.0,10.0,10.0,,,,
18711459,THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,10.0,10.0,10.0,,,,
18730346,Double room in Poble sec,9.0,9.0,9.0,9.0,9.0,9.0,86.0
18917022,Beach House Manly Apartment 4,8.0,8.0,9.0,10.0,10.0,7.0,80.0
19005784,Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),9.0,9.0,10.0,9.0,9.0,9.0,93.0
19029043,CL Ildefonso I Apartment,10.0,10.0,10.0,10.0,10.0,10.0,99.0
19038282,KONA COUNTRY CLUB VILLAS,10.0,9.0,10.0,10.0,10.0,10.0,98.0
19050582,Clérigos Apartments - Apt. 4E for 2/3 Pax,10.0,10.0,10.0,10.0,10.0,9.0,96.0
19056339,Nautical Nest,10.0,10.0,10.0,10.0,10.0,10.0,99.0
18611535,Big 4 Bedroom~,10.0,10.0,10.0,10.0,9.0,9.0,94.0
18620288,Harbour Views from North Sydney High Street,10.0,10.0,10.0,10.0,10.0,10.0,96.0
18721645,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,10.0,10.0,10.0,10.0,10.0,9.0,98.0
18772566,East Village Renovated Apartment,10.0,10.0,8.0,10.0,10.0,10.0,100.0
18918530,Waikiki Studio with Kitchenette 5 min to beach,10.0,9.0,10.0,10.0,10.0,9.0,97.0
19044796,Habitación en Villa Olímpica,10.0,10.0,10.0,10.0,10.0,9.0,98.0
19049757,Liiiving in Porto | Foz Terrace Studio,10.0,10.0,9.0,10.0,10.0,9.0,95.0
18586018,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,10.0,10.0,10.0,10.0,10.0,10.0,96.0
18675215,Modern Sunny Midtown Gem,10.0,10.0,10.0,10.0,10.0,10.0,98.0
18914730,IDEALLY LOCATED COZY COTTAGE,10.0,10.0,10.0,10.0,10.0,10.0,97.0
18616850,The Paddington Cottage | Sydney Eastern Suburbs,10.0,10.0,10.0,10.0,10.0,9.0,98.0
19028601,"Double room, livingroom and terrace",10.0,10.0,10.0,10.0,10.0,10.0,100.0
19037045,Cosy Studio / pool / barbecue / sunny lounge,9.0,10.0,9.0,10.0,9.0,9.0,96.0
18776184,Spacious cozy apartment in Little Burgundy,10.0,10.0,10.0,10.0,10.0,10.0,99.0
18809312,Cosy Double Room in a bright flat!,9.0,10.0,10.0,10.0,10.0,9.0,93.0
18891380,Room in a historical apartment in Beyoglu.,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19057068,Conduit Rd Luxury Mid-Levels Apt,10.0,10.0,10.0,,,,
186655,Charming Family House with Garden (6981/AL),10.0,10.0,10.0,10.0,9.0,10.0,95.0
18707992,"Clean, bright & cozy bedroom /w convenient parking",10.0,10.0,9.0,10.0,10.0,10.0,96.0
18769857,Cosy Terrace Studio,10.0,10.0,10.0,10.0,9.0,9.0,93.0
18841207,Newly renovated home,10.0,10.0,10.0,10.0,8.0,9.0,97.0
18841656,D5.Cozy Private Room for 4 Guest(Private Bathroom),9.0,9.0,10.0,9.0,10.0,10.0,95.0
18859786,Luxury Retreat On Maunalani Heights Honolulu,10.0,9.0,10.0,10.0,10.0,10.0,98.0
1897001,"GIANT! Perfect for families, in the center of NYC",9.0,10.0,10.0,10.0,10.0,10.0,99.0
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,10.0,10.0,10.0,10.0,9.0,10.0,97.0
18520551,Cozy 2 bedroom Apt. in YMT,8.0,7.0,9.0,9.0,9.0,8.0,72.0
18849075,JF Cozy Apartment Blue,10.0,10.0,10.0,10.0,10.0,10.0,97.0
18585742,Auwailani Garden Apartment,10.0,10.0,10.0,10.0,9.0,10.0,98.0
18614712,5 Room Villa in Oporto Center,9.0,9.0,10.0,10.0,9.0,9.0,93.0
18694750,Fabulous Beach Front Penthouse,10.0,10.0,10.0,10.0,10.0,10.0,100.0
18700419,Single Room PrivateBathroom MonthlyRental 3 單人套房月租,10.0,10.0,10.0,,,,
1882020,FURNISHED BACHELOR APARTMENT,9.0,9.0,10.0,10.0,9.0,10.0,91.0
1886978,Sunny & Budget Friendly,10.0,10.0,10.0,10.0,8.0,10.0,95.0
18917356,"Double sized room with king bed, perfect location",10.0,10.0,10.0,10.0,10.0,10.0,100.0
18917540,Sunny Modern Bedroom 30 seconds from Subway!,10.0,10.0,10.0,10.0,10.0,10.0,97.0
18925556,H MERIDIANA 1,10.0,10.0,10.0,,,,
19030572,★ Luxury Loft | Pool | Gym | Spotless ★,10.0,10.0,10.0,10.0,10.0,10.0,97.0
19068240,"1BR condo, full kitchen, Lanai, value in Kapaa",10.0,9.0,10.0,10.0,10.0,9.0,92.0
19098733,Cozy Efficiency Studio on Best West Chelsea Block!,10.0,2.0,10.0,10.0,10.0,8.0,60.0
19134150,Huge Brooklyn Loft in the Heart of Williamsburg!,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19149590,OPORTO Home Sweet Home,9.0,10.0,9.0,9.0,9.0,9.0,92.0
19271040,Modern Beautiful Bedford Stuyvesant Brownstone,10.0,10.0,10.0,10.0,10.0,10.0,96.0
19559597,LUX SUIT FLATS WITH SWIMMING POOL,10.0,10.0,10.0,10.0,10.0,9.0,98.0
19572281,Comfortable bedroom close to the airport - Porto,10.0,10.0,10.0,10.0,10.0,10.0,99.0
19585700,Alain Palace2,9.0,9.0,10.0,9.0,9.0,10.0,90.0
19704903,ROOM SWEET ROOM. only 25 min from the center.,10.0,9.0,10.0,10.0,9.0,10.0,94.0
191079,Single private room(Gray),10.0,9.0,10.0,10.0,10.0,9.0,95.0
19086528,Condo familiale 4 chambres près du centre-ville !,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19137059,The Porto Concierge -  Lodeiro Country House,7.0,7.0,8.0,8.0,9.0,8.0,82.0
19396377,Room for two in prime location in Porto,10.0,10.0,10.0,10.0,9.0,10.0,100.0
19559079,Cozy and fully furnished apartment in Happy Valley,10.0,10.0,7.0,10.0,10.0,10.0,73.0
1975244,"Potts Point, Pool and Harbour views",10.0,9.0,10.0,10.0,10.0,10.0,95.0
19310295,Cozy apartment in Porto district,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1931341,Cozy bedroom on Wall Street,10.0,10.0,10.0,,,,
19313670,Sea Views & Porto's City Park - Ocean Windows Flat,10.0,10.0,10.0,10.0,9.0,10.0,96.0
19340381,CHARMING STUDIO WITH GARDEN,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1940174,COPACABANA luxurious apartment 2BR,10.0,10.0,10.0,10.0,10.0,10.0,98.0
19453414,Mecidiyeköy - Kiralık Eşyalı Oda,10.0,10.0,10.0,,,,
19499999,Habitación privada en el corazón de Gracia,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19526091,Goabio apartment 2B riverview,10.0,10.0,10.0,10.0,10.0,9.0,93.0
19574869,"Bronte apt, beautiful ocean views, huge balcony!!!",9.0,8.0,10.0,10.0,10.0,9.0,89.0
19680142,Best location downtown + free parking - Esperanza,9.0,7.0,10.0,9.0,9.0,9.0,87.0
19681765,Jolie chambre au coeur du Plateau Mont - Royal,10.0,10.0,10.0,,,,
19767681,Chez Rioux,10.0,10.0,10.0,,,,
19789278,Discount! Large apartment in Montréal,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19095535,MongkoK MTR:Family Hotel for 4 ppl,9.0,9.0,9.0,9.0,9.0,9.0,83.0
1915001,Hawaii - West Oahu - 3-Bedroom Home,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1910291,"Fantastic Studio, Heart of Central",10.0,10.0,10.0,10.0,10.0,10.0,94.0
19142081,Maui Sunset large one bedroom condo sleeps 4. A-206,10.0,10.0,10.0,,,,
19197922,1 Bed Apartment with oceans views near Manly,9.0,8.0,10.0,10.0,9.0,9.0,89.0
19158211,Baixa 24 - Room 3,9.0,9.0,9.0,10.0,9.0,9.0,90.0
19160496,"Room in Duplex, 5 minutes from beach.",10.0,10.0,10.0,10.0,10.0,10.0,98.0
19246639,Pedro Cem Apartment With Free Parking and Terrace.,10.0,10.0,10.0,10.0,9.0,9.0,94.0
19309013,Superbe 6 pièces sur rue calme du Mile-End,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19337464,Bright & spacious 2 bed near Molson Park w/parking,10.0,10.0,10.0,10.0,10.0,10.0,97.0
19373991,Bright Top Floor Two Rooms Apartment w/ Terrace,10.0,10.0,10.0,,,,
19469971,Chambre spacieuse dans rue calme du Plateau,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19779316,One bedroom apartment,10.0,10.0,9.0,10.0,10.0,10.0,100.0
19235160,Private room with a Sea view House. Old city area,10.0,10.0,10.0,,,,
19244141,we hospitable.we want to learn englsh.mywife and i,9.0,10.0,10.0,9.0,9.0,10.0,87.0
19249207,46E Tanford Western Style 2 bedroom apartment,10.0,10.0,10.0,,,,
19366111,Steps to Charley Young Beach Apt #2,10.0,10.0,10.0,10.0,10.0,10.0,98.0
19499950,ReUrban Flats - Santa Catarina #3,10.0,10.0,9.0,9.0,10.0,9.0,91.0
19585860,"Center of Istanbul, comfortable for family house",10.0,10.0,10.0,10.0,10.0,10.0,100.0
19684176,DESIGNER RESIDENCE IN THE HEART OF HONG KONG,10.0,10.0,10.0,,,,
19238057,SYDNEY! Great Stay For Holiday,9.0,9.0,10.0,10.0,9.0,10.0,93.0
19270950,Family Apartment B - Winter Special Discount,9.0,10.0,9.0,9.0,9.0,9.0,89.0
19416383,Upscale Master Bedroom near Waikiki,10.0,10.0,10.0,10.0,10.0,10.0,98.0
19550563,Refreshing and Well-located Apt. w/Parking space!,10.0,10.0,10.0,10.0,9.0,9.0,95.0
19587001,Kaena O Kekai,10.0,10.0,10.0,10.0,9.0,10.0,96.0
19592057,"Expensive, Small place, but it is 100% clean",10.0,10.0,10.0,,,,
19165058,Beautiful Apartment near Bondi Junction,8.0,8.0,4.0,6.0,8.0,8.0,80.0
19173256,Belo Apartamento no centro do Porto.,10.0,10.0,10.0,,,,
19213844,Cozy and convenient home near Time Square HK,9.0,9.0,9.0,9.0,10.0,9.0,89.0
19220115,"Downtown Penthouse, 2 Bedrooms 2 bathrooms",10.0,10.0,10.0,10.0,10.0,10.0,96.0
1925519,Sublet: $490/Wk,6.0,2.0,6.0,6.0,10.0,6.0,20.0
19501264,Grand appartement sur le plateau pour famille,10.0,10.0,10.0,10.0,10.0,10.0,100.0
19530827,The Porto Concierge - Skipper Lux Apartment,10.0,10.0,10.0,,,,
19557455,One bedroom Bronte Beach,10.0,10.0,10.0,,,,
19592720,The Porto Concierge - Family Heritage,9.0,9.0,9.0,9.0,8.0,9.0,87.0
19654540,Apartamento aconchegante Copacabana,10.0,10.0,10.0,,,,
19677006,Comfortable room 5 minutes from the beach,10.0,10.0,10.0,9.0,10.0,9.0,92.0
19712132,"GREAT LOCATION, AMAZING OCEANFRONT VIEWS!",10.0,10.0,10.0,10.0,10.0,10.0,100.0
19141928,Waikiki Residents,10.0,10.0,10.0,,,,
19172215,Brand new Poble Sec design flat next to Montjuïc,8.0,9.0,9.0,8.0,10.0,9.0,90.0
19177584,Small & Cozy Bedroom,10.0,10.0,10.0,10.0,10.0,8.0,89.0
